0.225,0.189,0.802,0.406,0.281,0
0.256,0.874,0.259,0.497,0.389,2
0.142,0.2,0.683,0.393,0.245,0
0.112,0.236,0.935,0.449,0.016,0
0.369,0.859,0.233,0.577,0.426,2
0.127,0.441,0.74,0.198,0.097,0
0.01,0.338,0.821,0.173,0.069,0
0.207,0.419,0.641,0.364,0.289,4
0.148,0.302,0.862,0.345,0.376,4
0.205,0.327,0.834,0.187,0.012,0
0.755,0.492,0.21,0.19,0.906,3
0.542,0.724,0.068,0.422,0.514,2
0.284,0.408,0.835,0.335,0.117,0
0.395,0.763,0.337,0.52,0.476,2
0.325,0.618,0.275,0.527,0.381,2
0.74,0.804,0.256,0.733,0.561,1
0.464,0.929,0.23,0.608,0.65,1
0.142,0.438,0.837,0.533,0.552,4
0.328,0.688,0.394,0.619,0.368,2
0.367,0.741,0.269,0.277,0.503,2
0.376,0.22,0.861,0.236,0.175,0
0.752,0.343,0.283,0.432,0.963,3
0.673,0.36,0.218,0.478,0.866,3
0.864,0.693,0.313,0.633,0.718,1
0.212,0.344,0.929,0.318,0.245,0
0.205,0.285,0.852,0.486,0.355,4
0.261,0.239,0.79,0.352,0.009,0
0.345,0.813,0.331,0.627,0.335,2
0.277,0.367,0.866,0.275,0.032,0
0.45,0.619,0.168,0.71,0.446,2
0.749,0.569,0.176,0.443,0.978,3
0.68,0.386,0.325,0.455,0.971,3
0.487,0.861,0.272,0.745,0.719,1
0.566,0.891,0.392,0.607,0.7,1
0.314,0.356,0.836,0.262,0.132,0
0.428,0.664,0.286,0.371,0.579,2
0.086,0.214,0.786,0.5,0.453,4
0.778,0.537,0.218,0.63,0.841,3
0.095,0.197,0.815,0.356,0.208,0
0.641,0.366,0.347,0.311,0.895,3
0.824,0.513,0.234,0.424,0.816,3
0.832,0.446,0.159,0.405,0.956,3
0.623,0.876,0.323,0.566,0.481,1
0.851,0.387,0.318,0.378,0.899,3
0.212,0.686,0.168,0.485,0.365,2
0.279,0.69,0.299,0.415,0.429,2
0.147,0.288,0.838,0.318,0.03,0
0.678,0.956,0.106,0.603,0.657,1
0.763,0.867,0.27,0.592,0.771,1
0.178,0.502,0.774,0.401,0.308,4
0.725,0.496,0.089,0.182,0.921,3
0.104,0.305,0.918,0.226,0.561,4
0.372,0.69,0.253,0.328,0.51,2
0.764,0.764,0.191,0.706,0.755,1
0.661,0.903,0.213,0.789,0.618,1
0.45,0.749,0.232,0.432,0.404,2
0.134,0.259,0.852,0.403,0.403,4
0.298,0.221,0.732,0.368,0.032,0
0.427,0.768,0.138,0.405,0.529,2
0.147,0.285,0.795,0.379,0.34,4
0.618,0.914,0.329,0.634,0.669,1
0.171,0.335,0.725,0.549,0.525,4
0.341,0.212,0.844,0.281,0.193,0
0.149,0.14,0.947,0.347,0.093,0
0.046,0.368,0.88,0.242,0.36,4
0.265,0.352,0.784,0.402,0.464,4
0.303,0.33,0.766,0.526,0.636,4
0.279,0.234,0.807,0.486,0.336,4
0.816,0.998,0.188,0.706,0.528,1
0.645,0.95,0.063,0.629,0.6,1
0.174,0.353,0.871,0.493,0.442,4
0.157,0.305,0.926,0.476,0.64,4
0.482,0.602,0.344,0.467,0.305,2
0.035,0.409,0.878,0.466,0.378,4
0.512,0.792,0.265,0.585,0.685,1
0.222,0.232,0.93,0.367,0.208,0
0.708,0.482,0.377,0.16,0.995,3
0.328,0.77,0.461,0.577,0.598,2
0.152,0.226,0.824,0.316,0.084,0
0.424,0.766,0.273,0.601,0.783,1
0.541,0.795,0.08,0.525,0.746,1
0.368,0.927,0.384,0.409,0.379,2
0.059,0.246,0.829,0.4,0.514,4
0.79,0.476,0.295,0.389,0.669,3
0.481,0.851,0.315,0.639,0.744,1
0.28,0.54,0.147,0.529,0.574,2
0.013,0.316,0.922,0.422,0.403,4
0.637,0.845,0.078,0.657,0.7,1
0.695,0.836,0.403,0.632,0.909,1
0.055,0.231,0.913,0.203,0.154,0
0.179,0.309,0.773,0.456,0.075,0
0.775,0.796,0.229,0.795,0.705,1
0.126,0.07,0.942,0.342,0.358,4
0.12,0.133,0.748,0.265,0.132,0
0.402,0.707,0.152,0.488,0.478,2
0.193,0.347,0.799,0.637,0.521,4
0.38,0.328,0.834,0.38,0.079,0
0.61,0.898,0.197,0.739,0.623,1
0.085,0.146,0.818,0.484,0.499,4
0.69,0.829,0.195,0.566,0.61,1
0.09,0.177,0.779,0.195,0.217,0
0.742,0.795,0.294,0.582,0.702,1
0.115,0.187,0.91,0.466,0.264,0
0.387,0.683,0.328,0.567,0.505,2
0.048,0.289,0.879,0.411,0.461,4
0.447,0.726,0.255,0.346,0.461,2
0.161,0.183,0.678,0.264,0.127,0
0.33,0.806,0.116,0.479,0.63,2
0.736,0.527,0.11,0.313,0.77,3
0.859,0.524,0.047,0.506,0.821,3
0.685,0.488,0.263,0.481,0.878,3
0.803,0.559,0.34,0.39,0.769,3
0.627,0.771,0.154,0.468,0.384,2
0.768,0.31,0.202,0.534,0.823,3
0.263,0.248,0.944,0.449,0.003,0
0.879,0.431,0.24,0.305,0.767,3
0.399,0.369,0.873,0.267,0.124,0
0.466,0.753,0.209,0.633,0.367,2
0.602,0.845,0.203,0.787,0.789,1
0.38,0.867,0.185,0.381,0.554,2
0.259,0.746,0.222,0.462,0.462,2
0.273,0.252,0.833,0.455,0.48,4
0.224,0.141,0.8,0.28,0.162,0
0.303,0.385,0.755,0.312,0.09,0
0.068,0.472,0.792,0.552,0.359,4
0.825,0.357,0.142,0.6,0.971,3
0.254,0.117,0.849,0.275,0.209,0
0.832,0.659,0.258,0.864,0.778,1
0.145,0.535,0.96,0.346,0.413,4
0.086,0.406,0.892,0.511,0.239,4
0.342,0.529,0.393,0.468,0.469,2
0.138,0.411,0.882,0.431,0.681,4
0.73,0.36,0.249,0.292,0.712,3
0.839,0.912,0.174,0.535,0.58,1
0.637,0.916,0.244,0.706,0.52,1
0.329,0.216,0.761,0.329,0.028,0
0.308,0.598,0.15,0.47,0.417,2
0.549,0.936,0.294,0.529,0.861,1
0.522,0.741,0.177,0.584,0.497,2
0.57,0.914,0.395,0.557,0.701,1
0.163,0.215,0.762,0.327,0.284,0
0.805,0.4,0.423,0.499,0.954,3
0.319,0.643,0.215,0.328,0.448,2
0.128,0.393,0.943,0.418,0.237,0
0.23,0.319,0.789,0.619,0.48,4
0.174,0.172,0.898,0.264,0.112,0
0.739,0.478,0.253,0.408,0.764,3
0.265,0.676,0.131,0.538,0.686,2
0.721,0.668,0.153,0.661,0.633,1
0.755,0.56,0.195,0.414,0.839,3
0.102,0.194,0.927,0.28,0.1,0
0.077,0.405,0.872,0.404,0.495,4
0.855,0.938,0.203,0.655,0.691,1
0.664,0.387,0.202,0.307,0.921,3
0.364,0.804,0.312,0.213,0.521,2
0.702,0.548,0.275,0.246,0.852,3
0.279,0.218,0.822,0.325,0.177,0
0.793,0.882,0.145,0.533,0.685,1
0.125,0.312,0.757,0.375,0.387,4
0.255,0.428,0.943,0.417,0.227,4
0.217,0.292,0.814,0.319,0.234,0
0.669,0.983,0.369,0.658,0.742,1
0.721,0.902,0.242,0.663,0.763,1
0.582,0.898,0.193,0.528,0.711,1
0.761,0.904,0.239,0.614,0.607,1
0.006,0.414,0.839,0.538,0.28,4
0.392,0.673,0.316,0.559,0.448,2
0.21,0.344,0.798,0.293,0.157,0
0.088,0.399,0.831,0.597,0.365,4
0.684,0.512,0.134,0.454,0.793,3
0.836,0.624,0.291,0.377,0.899,3
0.826,0.499,0.191,0.154,0.882,3
0.683,0.672,0.114,0.699,0.558,1
0.782,0.376,0.331,0.323,0.898,3
0.001,0.204,0.665,0.106,0.084,0
0.677,0.844,0.394,0.651,0.805,1
0.684,0.908,0.295,0.647,0.42,1
0.123,0.383,0.917,0.363,0.534,4
0.424,0.753,0.448,0.442,0.484,2
0.722,0.883,0.301,0.714,0.586,1
0.617,0.321,0.238,0.508,0.962,3
0.475,0.773,0.358,0.724,0.713,1
0.081,0.213,0.907,0.434,0.191,0
0.242,0.183,0.792,0.302,0.073,0
0.143,0.32,0.806,0.426,0.386,4
0.154,0.237,0.728,0.669,0.519,4
